Data set,"Authors collaborating with Xu, C. C."
Entity,"Xu, C. C."
Year range,2022 to 2025
Subject classification,"ASJC"
Filtered by,"not filtered"
Types of publications included,all publication types
Self-citations,included

Data source,Scopus
Date last updated,16 July 2025
Date exported,28 July 2025

Author numbers,<= 10

Author,Institution ID,Institution,Sector,Co-authored publications,Citations,Citations per Publication,Field-Weighted Citation Impact,Scopus author ID
"Venkatesh, Aditya",501052,"Western University",academic,1,0,0.0,0.00,59515073400
"Wang, Bing",203007,"Anhui University of Technology",academic,1,10,10.0,1.10,57504861800
"Wang, Hongtao",203007,"Anhui University of Technology",academic,1,39,39.0,1.12,56323987300
"Wang, Huanang",501052,"Western University",academic,1,4,4.0,0.51,58297889500
"Wang, Liang",203047,"Chongqing University",academic,1,1,1.0,1.38,57215565593
"Wang, Liucheng",203245,"Zhengzhou University",academic,1,63,63.0,4.93,8674431800
"Wang, Peng",203126,"Nanjing Forestry University",academic,1,0,0.0,0.00,58862208500
"Wang, Wenbo",-,"Henan Academy of Sciences",-,1,8,8.0,1.06,57894864200
"Wang, Yanjun",203007,"Anhui University of Technology",academic,1,3,3.0,1.33,59335954300
"Wang, Zhicai",203007,"Anhui University of Technology",academic,1,20,20.0,1.53,55848802300
"Wang, Zhulai",203126,"Nanjing Forestry University",academic,1,0,0.0,0.00,35216343300
"Wei, Chao",203212,"University of Science and Technology Beijing",academic,1,71,71.0,3.00,57859140700
"Wei, Qiang",501052,"Western University",academic,1,19,19.0,1.98,57895146400
"Wu, Huihui",203007,"Anhui University of Technology",academic,1,20,20.0,1.53,57832225300
"Wu, Jinbo",203007,"Anhui University of Technology",academic,1,7,7.0,0.65,58499221300
"Wu, Yuehua",717064,"Zhongkai University of Agriculture and Engineering",academic,1,15,15.0,1.41,57215873969
"Wu, Yujian",203351,"Guangdong Ocean University",academic,1,28,28.0,1.72,56818267000
"Xiao, Jinbin",-,"Henan Academy of Sciences",-,1,8,8.0,1.06,57894376200
"Xiao, Junjun",203007,"Anhui University of Technology",academic,1,39,39.0,1.12,56149178000
"Xie, Zhiqing",203212,"University of Science and Technology Beijing",academic,1,6,6.0,0.73,57272141500
"Xin, Zhong",203057,"East China University of Science and Technology",academic,1,11,11.0,0.73,7101911830
"Xu, Jintao",205002,"City University of Hong Kong",academic,1,1,1.0,1.39,59506624500
"Xu, Jun",203296,"CAS - Research Center for Eco-Environmental Sciences",academic,1,17,17.0,1.26,58845909200
"Xu, Sida",-,"Huadian Electric Power Research Institute Co., Ltd.",-,1,36,36.0,2.76,57405283600
"Xu, Sida",-,"Huadian Electric Power Research Institute Co., Ltd.",-,1,2,2.0,0.23,59388036200
"Xue, Hongyong",203245,"Zhengzhou University",academic,1,18,18.0,3.04,59182481200
"Yan, Jingchong",203007,"Anhui University of Technology",academic,1,20,20.0,1.53,55364660000
"Yang, Dongjie",203190,"South China University of Technology",academic,1,196,196.0,6.00,7404801706
"Yang, Jialin",203245,"Zhengzhou University",academic,1,2,2.0,0.39,59418070400
"Yang, Jie",712139,"Minjiang University",academic,1,11,11.0,0.73,57003919000
"Yang, Zhiyun",203245,"Zhengzhou University",academic,1,17,17.0,1.26,57576116400
"Yao, Jingtao",203007,"Anhui University of Technology",academic,1,20,20.0,1.53,57412023900
"Yao, Min",203245,"Zhengzhou University",academic,1,90,90.0,8.46,57913181000
"Ye, Zhiheng",203244,"Zhejiang University of Technology",academic,1,1,1.0,0.19,57208300865
"Yin, Chao",203126,"Nanjing Forestry University",academic,1,0,0.0,0.00,57546618600
"Yu, Aiping",501051,"University of Waterloo",academic,1,8,8.0,0.54,7401478774
"Yuan, Zhiguo",205002,"City University of Hong Kong",academic,1,5,5.0,2.71,58013696200
"Yuan, Zhongshan",501052,"Western University",academic,1,5,5.0,1.22,58687311600
"Zeng, Qingsen",203212,"University of Science and Technology Beijing",academic,1,71,71.0,3.00,57872648700
"Zhang, Dafeng",203118,"Liaocheng University",academic,1,38,38.0,2.18,24077854400
"Zhang, Hanhui",717064,"Zhongkai University of Agriculture and Engineering",academic,1,15,15.0,1.41,57215875007
"Zhang, Jingyang",203245,"Zhengzhou University",academic,1,0,0.0,0.00,58748685900
"Zhang, Lin",205002,"City University of Hong Kong",academic,1,3,3.0,0.57,57191834656
"Zhang, Weihong",-,"Henan Jiaozuo Huakang Sugar Alcohol Technology Co. Ltd.",-,1,1,1.0,0.21,57904005000
"Zhang, Yan",203073,"Guizhou University",academic,1,14,14.0,8.85,59468142200
"Zhang, Yaning",203076,"Harbin Institute of Technology",academic,1,7,7.0,1.68,36989778500
"Zhang, Zejie",203066,"Guangdong University of Technology",academic,1,196,196.0,6.00,56834703900
"Zhang, Zengqi",203212,"University of Science and Technology Beijing",academic,1,71,71.0,3.00,56518692700
"Zhao, Guangbo",203076,"Harbin Institute of Technology",academic,1,36,36.0,2.76,23487415400
"Zhao, Hexi",203007,"Anhui University of Technology",academic,1,7,7.0,0.65,58419691800
"Zhao, Jingpeng",-,"Ltd.",-,1,1,1.0,1.34,59847557900
"Zhao, Jun",205003,"Hong Kong Baptist University",academic,1,5,5.0,2.71,56754347300
"Zhao, Wenke",203076,"Harbin Institute of Technology",academic,1,7,7.0,1.68,57188736317
"Zhao, Xinru",203245,"Zhengzhou University",academic,1,18,18.0,3.04,59182794300
"Zheng, Baohong",203073,"Guizhou University",academic,1,97,97.0,3.23,58199284400
"Zheng, Chunli",203223,"Xi'an Jiaotong University",academic,1,1,1.0,1.38,7401934892
"Zheng, Songming",203047,"Chongqing University",academic,1,13,13.0,1.38,58804052200
"Zheng, Xueting",203007,"Anhui University of Technology",academic,1,14,14.0,3.10,58605118000
"Zhong, Lei",203066,"Guangdong University of Technology",academic,1,196,196.0,6.00,57214777023
"Zhou, Di",203007,"Anhui University of Technology",academic,1,2,2.0,0.17,57204652489
"Zhou, Kang",203245,"Zhengzhou University",academic,1,16,16.0,3.31,59138172400
"Zhou, Ningning",501007,"Dalhousie University",academic,1,11,11.0,0.73,57216976499
"Zhou, Yuyue",203073,"Guizhou University",academic,1,14,14.0,8.85,59468087400
"Zhu, Aiguo",203040,"Chinese Academy of Agricultural Sciences",government,1,16,16.0,0.98,59580553200
"Zhu, Jiahao",203066,"Guangdong University of Technology",academic,1,196,196.0,6.00,57752462600
"Zhu, Tingheng",203244,"Zhejiang University of Technology",academic,1,3,3.0,0.23,35076706900
"Zhu, Xiefei",203213,"University of Science and Technology of China",academic,1,1,1.0,1.39,57193809528
"Zhu, Yu'en",203176,"Shanxi University",academic,1,6,6.0,0.52,15847359800
"Zhu, Yulong",203007,"Anhui University of Technology",academic,1,14,14.0,3.10,57221459676

"© 2025 Elsevier B.V. All rights reserved. SciVal, RELX Group and the RE symbol are trade marks of RELX Intellectual Properties SA, used under license."
